GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48011300137211,2010,Texas,48,Dallas County,113,13721,1,830.46,449,1131,1801,1801,1801,1919
G48011300137212,2010,Texas,48,Dallas County,113,13721,2,1422.54,1122,1804,2294,2294,2294,2124
G48011300137213,2010,Texas,48,Dallas County,113,13721,3,2006.05,1941,2110,1992,1992,2022,1849
G48011300137221,2010,Texas,48,Dallas County,113,13722,1,833.94,832,844,914,914,914,1557
G48011300137222,2010,Texas,48,Dallas County,113,13722,2,1939.96,1880,1943,2111,2081,2111,2076
G48011300137251,2010,Texas,48,Dallas County,113,13725,1,1306.23,135,1817,1453.3,124,2033,1605
G48011300137252,2010,Texas,48,Dallas County,113,13725,2,880,880,880,855,855,855,992
G48011300137253,2010,Texas,48,Dallas County,113,13725,3,520.77,0,1692,988.7,409,2318,1018
G48011300137261,2010,Texas,48,Dallas County,113,13726,1,108.79,75,789,601.89,293,975,566
G48011300137262,2010,Texas,48,Dallas County,113,13726,2,843.44,467,992,2183.75,2183,2702,2107
G48011300137271,2010,Texas,48,Dallas County,113,13727,1,1197.05,1197,1199,1845,1845,1845,1902
G48011300137272,2010,Texas,48,Dallas County,113,13727,2,662.77,243,664,1149.35,566,1151,1333
G48011300138031,2010,Texas,48,Dallas County,113,13803,1,875,875,875,873,873,873,848
G48011300138032,2010,Texas,48,Dallas County,113,13803,2,1153,1153,1153,1121,1121,1121,1146
G48011300138033,2010,Texas,48,Dallas County,113,13803,3,780,780,780,748,748,748,693
G48011300138034,2010,Texas,48,Dallas County,113,13803,4,671,671,671,676,676,676,608
G48011300138035,2010,Texas,48,Dallas County,113,13803,5,866,866,866,1126,1126,1126,1122
G48011300138036,2010,Texas,48,Dallas County,113,13803,6,1018,1018,1018,1184,1184,1184,1240
G48011300138041,2010,Texas,48,Dallas County,113,13804,1,848,848,848,783,783,783,824
G48011300138042,2010,Texas,48,Dallas County,113,13804,2,1043,1043,1043,1061,1061,1061,1164
G48011300138043,2010,Texas,48,Dallas County,113,13804,3,1226,1226,1226,1255,1255,1255,1181
G48011300138051,2010,Texas,48,Dallas County,113,13805,1,545.1,0,2269,755.31,0,3144,527
G48011300138052,2010,Texas,48,Dallas County,113,13805,2,2069,2069,2069,2311,2311,2311,166
G48011300138053,2010,Texas,48,Dallas County,113,13805,3,1723.9,0,2269,2388.69,0,3144,1664
G48011300138061,2010,Texas,48,Dallas County,113,13806,1,192,192,192,1264,1264,1264,2124
G48011300138062,2010,Texas,48,Dallas County,113,13806,2,1.17,1,9,4,4,4,391
G48011300139011,2010,Texas,48,Dallas County,113,13901,1,1017.99,941,1018,1179.5,1089,1180,1175
G48011300139012,2010,Texas,48,Dallas County,113,13901,2,858,858,858,947,947,947,1014
G48011300139013,2010,Texas,48,Dallas County,113,13901,3,985.01,985,1062,1257.5,1257,1348,1109
G48011300139021,2010,Texas,48,Dallas County,113,13902,1,999,999,999,1090,1090,1090,1131
G48011300139022,2010,Texas,48,Dallas County,113,13902,2,905,905,905,985,985,985,946
G48011300139023,2010,Texas,48,Dallas County,113,13902,3,1082.21,1071,1095,1102,1102,1102,1142
G48011300139024,2010,Texas,48,Dallas County,113,13902,4,1010.79,998,1022,1009,1009,1009,965
G48011300140011,2010,Texas,48,Dallas County,113,14001,1,1125,1125,1125,1306,1306,1306,1200
G48011300140012,2010,Texas,48,Dallas County,113,14001,2,926,926,926,1019,1019,1019,1058
G48011300140013,2010,Texas,48,Dallas County,113,14001,3,587,587,587,638,638,638,571
G48011300140014,2010,Texas,48,Dallas County,113,14001,4,935,935,935,887,887,887,876
G48011300140021,2010,Texas,48,Dallas County,113,14002,1,6,6,6,92,92,92,34
G48011300140022,2010,Texas,48,Dallas County,113,14002,2,294,294,296,1203,1203,1203,175
G48011300141031,2010,Texas,48,Dallas County,113,14103,1,904,904,904,801,801,801,679
G48011300141032,2010,Texas,48,Dallas County,113,14103,2,1688,1688,1688,2669,2669,2669,2336
G48011300141131,2010,Texas,48,Dallas County,113,14113,1,1015,1015,1015,1129,1129,1129,1239
G48011300141132,2010,Texas,48,Dallas County,113,14113,2,664,664,664,687,687,687,694
G48011300141133,2010,Texas,48,Dallas County,113,14113,3,622,622,622,971,971,971,957
G48011300141134,2010,Texas,48,Dallas County,113,14113,4,721,721,721,757,757,757,730
G48011300141135,2010,Texas,48,Dallas County,113,14113,5,940,940,940,1027,1027,1027,1050
G48011300141141,2010,Texas,48,Dallas County,113,14114,1,1179,1179,1179,1583,1583,1583,1828
G48011300141142,2010,Texas,48,Dallas County,113,14114,2,1112,1112,1112,1240,1240,1240,1289
G48011300141151,2010,Texas,48,Dallas County,113,14115,1,950,950,950,862,862,862,1017
G48011300141152,2010,Texas,48,Dallas County,113,14115,2,1250,1250,1250,1248,1248,1248,1308
G48011300141153,2010,Texas,48,Dallas County,113,14115,3,797,797,797,790,790,790,843
G48011300141154,2010,Texas,48,Dallas County,113,14115,4,932,932,932,1093,1093,1093,974
G48011300141155,2010,Texas,48,Dallas County,113,14115,5,1415,1415,1415,1421,1421,1421,1454
G48011300141156,2010,Texas,48,Dallas County,113,14115,6,1018,1018,1018,1021,1021,1021,975
G48011300141161,2010,Texas,48,Dallas County,113,14116,1,759.33,662,1935,741.61,683,989,783
G48011300141162,2010,Texas,48,Dallas County,113,14116,2,1030.78,0,1032,1194.39,680,1195,1149
G48011300141163,2010,Texas,48,Dallas County,113,14116,3,1044.22,382,2075,508.61,508,1023,922
G48011300141164,2010,Texas,48,Dallas County,113,14116,4,533.67,19,901,569.39,322,628,352
G48011300141165,2010,Texas,48,Dallas County,113,14116,5,680,410,680,857,857,857,1336
G48011300141191,2010,Texas,48,Dallas County,113,14119,1,1267,1267,1267,1240,1240,1240,1162
G48011300141192,2010,Texas,48,Dallas County,113,14119,2,1079,1079,1079,1155,1155,1155,1170
G48011300141193,2010,Texas,48,Dallas County,113,14119,3,1593,1593,1593,1899,1899,1899,1813
G48011300141201,2010,Texas,48,Dallas County,113,14120,1,798,798,798,1929,1929,1929,2001
G48011300141202,2010,Texas,48,Dallas County,113,14120,2,1522,1522,1522,1480,1480,1480,1363
G48011300141203,2010,Texas,48,Dallas County,113,14120,3,1775,1775,1775,1825,1825,1825,1673
G48011300141211,2010,Texas,48,Dallas County,113,14121,1,91.18,0,414,647.13,0,1377,959
G48011300141212,2010,Texas,48,Dallas County,113,14121,2,143.55,0,414,1038.87,309,1686,1294
G48011300141213,2010,Texas,48,Dallas County,113,14121,3,0,0,0,472,472,472,968
G48011300141214,2010,Texas,48,Dallas County,113,14121,4,179.27,0,414,1304,1304,1304,1941
G48011300141231,2010,Texas,48,Dallas County,113,14123,1,134.75,12,1203,2192,2192,2192,2329
G48011300141232,2010,Texas,48,Dallas County,113,14123,2,278.93,278,1465,1346,1346,1346,1312
G48011300141233,2010,Texas,48,Dallas County,113,14123,3,188.26,0,194,1198,1198,1198,1416
G48011300141234,2010,Texas,48,Dallas County,113,14123,4,708.31,703,897,953,953,953,813
G48011300141241,2010,Texas,48,Dallas County,113,14124,1,624.06,308,725,1880.22,1449,2093,2654
G48011300141242,2010,Texas,48,Dallas County,113,14124,2,305.48,196,1314,1090.48,862,3044,1479
G48011300141261,2010,Texas,48,Dallas County,113,14126,1,1505.27,747,1510,2911,2911,2911,3092
G48011300141262,2010,Texas,48,Dallas County,113,14126,2,591,591,591,1611,1611,1611,1809
G48011300141263,2010,Texas,48,Dallas County,113,14126,3,548.73,544,1307,802,802,802,860
G48011300141271,2010,Texas,48,Dallas County,113,14127,1,30.49,23,226,2046.58,1404,2292,5091
G48011300141272,2010,Texas,48,Dallas County,113,14127,2,66.53,0,203,879.61,517,1550,1558
G48011300141273,2010,Texas,48,Dallas County,113,14127,3,1329.85,0,1356,1458.08,320,1492,1666
G48011300141281,2010,Texas,48,Dallas County,113,14128,1,128.74,0,203,771.6,769,914,843
G48011300141282,2010,Texas,48,Dallas County,113,14128,2,1140.24,1140,1343,1378.21,1353,2241,1577
G48011300141283,2010,Texas,48,Dallas County,113,14128,3,790.15,764,2120,1012.92,979,2151,1091
G48011300141291,2010,Texas,48,Dallas County,113,14129,1,0,0,0,954.15,357,959,3011
G48011300141292,2010,Texas,48,Dallas County,113,14129,2,0,0,0,566.85,562,1164,1550
G48011300141301,2010,Texas,48,Dallas County,113,14130,1,0.17,0,558,392.21,24,2010,1141
G48011300141302,2010,Texas,48,Dallas County,113,14130,2,0,0,0,665.66,664,953,1881
G48011300141303,2010,Texas,48,Dallas County,113,14130,3,0,0,0,1403.34,1402,1687,1068
G48011300141311,2010,Texas,48,Dallas County,113,14131,1,550.16,550,1108,682.33,682,899,673
G48011300141312,2010,Texas,48,Dallas County,113,14131,2,367,367,367,1143.82,1142,1461,1416
G48011300141313,2010,Texas,48,Dallas County,113,14131,3,507.95,505,1063,965.1,959,2796,1043
G48011300141314,2010,Texas,48,Dallas County,113,14131,4,599,599,599,607,607,607,679
G48011300141321,2010,Texas,48,Dallas County,113,14132,1,458.54,0,558,1699.82,97,1719,1512
G48011300141322,2010,Texas,48,Dallas County,113,14132,2,96.18,0,558,698.71,478,2317,657
G48011300141331,2010,Texas,48,Dallas County,113,14133,1,1414.86,304,1531,732.15,708,735,1313
G48011300141332,2010,Texas,48,Dallas County,113,14133,2,1336.21,1149,2041,867.47,807,1761,899
G48011300141333,2010,Texas,48,Dallas County,113,14133,3,1206.79,502,1394,1964.88,1081,2014,1697
G48011300141341,2010,Texas,48,Dallas County,113,14134,1,0,0,3,773.11,534,807,1061
G48011300141342,2010,Texas,48,Dallas County,113,14134,2,0,0,3,0,0,0,733
G48011300141343,2010,Texas,48,Dallas County,113,14134,3,1588.75,521,1904,2435.89,2402,2675,2271
G48011300141351,2010,Texas,48,Dallas County,113,14135,1,184,184,184,2369,2369,2369,2159
G48011300141352,2010,Texas,48,Dallas County,113,14135,2,936.8,911,1976,1119,1119,1119,1108
G48011300141353,2010,Texas,48,Dallas County,113,14135,3,1039.2,0,1065,1271,1271,1271,1184
G48011300141361,2010,Texas,48,Dallas County,113,14136,1,698.37,0,711,1535.21,0,1553,1819
G48011300141362,2010,Texas,48,Dallas County,113,14136,2,0,0,0,421,421,421,511
G48011300141363,2010,Texas,48,Dallas County,113,14136,3,1211,1211,1211,1427,1427,1427,1627
G48011300141364,2010,Texas,48,Dallas County,113,14136,4,608,608,608,1201,1201,1201,1461
G48011300141371,2010,Texas,48,Dallas County,113,14137,1,6.55,0,14,5.09,3,18,819
G48011300141372,2010,Texas,48,Dallas County,113,14137,2,28,28,28,1265,1265,1265,1807
G48011300141381,2010,Texas,48,Dallas County,113,14138,1,1.71,1,5,10,10,10,1432
G48011300141382,2010,Texas,48,Dallas County,113,14138,2,0.23,0,4,0,0,0,1597
G48011300141383,2010,Texas,48,Dallas County,113,14138,3,0.6,0,4,0,0,0,545
G48011300142031,2010,Texas,48,Dallas County,113,14203,1,883,883,883,863,863,863,902
G48011300142032,2010,Texas,48,Dallas County,113,14203,2,893,893,893,809,809,809,783
G48011300142033,2010,Texas,48,Dallas County,113,14203,3,1441,1441,1441,1515,1515,1515,1433
G48011300142041,2010,Texas,48,Dallas County,113,14204,1,1296,1296,1296,1199,1199,1199,1184
G48011300142042,2010,Texas,48,Dallas County,113,14204,2,1080,1080,1080,1155,1155,1155,1091
G48011300142051,2010,Texas,48,Dallas County,113,14205,1,357,74,440,335,335,335,878
G48011300142052,2010,Texas,48,Dallas County,113,14205,2,831,748,831,776,776,776,741
G48011300142061,2010,Texas,48,Dallas County,113,14206,1,0,0,0,0,0,0,1131
G48011300142062,2010,Texas,48,Dallas County,113,14206,2,170.35,0,809,347.63,5,976,850
G48011300142063,2010,Texas,48,Dallas County,113,14206,3,351.11,0,526,701.11,120,1091,701
G48011300142064,2010,Texas,48,Dallas County,113,14206,4,4.55,0,526,47.26,0,109,1195
G48011300143021,2010,Texas,48,Dallas County,113,14302,1,929,929,929,885,885,885,904
G48011300143022,2010,Texas,48,Dallas County,113,14302,2,1094,1094,1094,1071,1071,1071,1160
G48011300143023,2010,Texas,48,Dallas County,113,14302,3,1001,1001,1001,1010,1010,1010,1086
G48011300143024,2010,Texas,48,Dallas County,113,14302,4,1353,1353,1353,1469,1469,1469,1355
G48011300143025,2010,Texas,48,Dallas County,113,14302,5,2013,2013,2013,2277,2277,2277,2166
G48011300143061,2010,Texas,48,Dallas County,113,14306,1,1405,1405,1405,1637,1637,1637,1628
G48011300143062,2010,Texas,48,Dallas County,113,14306,2,1328,1328,1424,1330,1330,1330,1337
G48011300143063,2010,Texas,48,Dallas County,113,14306,3,1196,1196,1196,1391,1391,1391,1451
G48011300143064,2010,Texas,48,Dallas County,113,14306,4,863,863,863,957,957,957,1046
G48011300143071,2010,Texas,48,Dallas County,113,14307,1,706,706,706,639,639,639,549
G48011300143072,2010,Texas,48,Dallas County,113,14307,2,552,552,552,859,859,859,867
G48011300143073,2010,Texas,48,Dallas County,113,14307,3,730.15,720,778,668.5,658,718,662
G48011300143074,2010,Texas,48,Dallas County,113,14307,4,1213,1213,1213,1190,1190,1190,1119
G48011300143075,2010,Texas,48,Dallas County,113,14307,5,719,719,719,706,706,706,714
G48011300143081,2010,Texas,48,Dallas County,113,14308,1,1405.85,1358,1416,1595.5,1546,1606,1696
G48011300143082,2010,Texas,48,Dallas County,113,14308,2,2634,2634,2634,2471,2471,2471,2440
G48011300143091,2010,Texas,48,Dallas County,113,14309,1,648,648,648,1044,1044,1044,851
G48011300143092,2010,Texas,48,Dallas County,113,14309,2,1217,1217,1217,1652,1652,1652,1538
G48011300143093,2010,Texas,48,Dallas County,113,14309,3,1553,1553,1553,1682,1682,1682,1996
G48011300143101,2010,Texas,48,Dallas County,113,14310,1,812,812,812,635,635,635,1750
G48011300143102,2010,Texas,48,Dallas County,113,14310,2,1308,1308,1308,1385,1385,1385,1392
G48011300143103,2010,Texas,48,Dallas County,113,14310,3,982,982,982,1045,1045,1045,1330
G48011300143111,2010,Texas,48,Dallas County,113,14311,1,1604,1604,1604,1907,1907,1907,2482
G48011300143112,2010,Texas,48,Dallas County,113,14311,2,532,532,532,1054,1054,1054,1635
G48011300143113,2010,Texas,48,Dallas County,113,14311,3,588,588,588,618,618,618,900
G48011300143121,2010,Texas,48,Dallas County,113,14312,1,450,450,464,813,813,813,1168
G48011300143122,2010,Texas,48,Dallas County,113,14312,2,1163,1163,1163,1242,1242,1242,1504
G48011300143123,2010,Texas,48,Dallas County,113,14312,3,29,15,29,1046,1046,1046,1453
G48011300143124,2010,Texas,48,Dallas County,113,14312,4,207,207,207,1049,1049,1049,1298
G48011300144031,2010,Texas,48,Dallas County,113,14403,1,664.87,0,2944,988.02,2,3196,931
G48011300144032,2010,Texas,48,Dallas County,113,14403,2,688,688,688,709,709,709,718
G48011300144033,2010,Texas,48,Dallas County,113,14403,3,2325.13,46,2990,2207.98,0,3194,2260
G48011300144051,2010,Texas,48,Dallas County,113,14405,1,855,759,855,913,913,913,1002
G48011300144052,2010,Texas,48,Dallas County,113,14405,2,1046,1046,1046,1599,1599,1599,1482
G48011300144053,2010,Texas,48,Dallas County,113,14405,3,1065,1065,1065,1212,1212,1212,1211
G48011300144061,2010,Texas,48,Dallas County,113,14406,1,1457,1457,1457,1947,1947,1947,1809
G48011300144062,2010,Texas,48,Dallas County,113,14406,2,953,953,953,913,913,913,957
G48011300144063,2010,Texas,48,Dallas County,113,14406,3,1853,1853,1853,1919,1919,1919,1851
G48011300144071,2010,Texas,48,Dallas County,113,14407,1,1457,1457,1457,1667,1667,1667,2066
G48011300144072,2010,Texas,48,Dallas County,113,14407,2,1029,1029,1029,1332,1332,1332,1260
G48011300144073,2010,Texas,48,Dallas County,113,14407,3,1149.88,625,2802,1225.88,689,1226,1555
G48011300144081,2010,Texas,48,Dallas County,113,14408,1,898.12,898,1423,1082.12,1082,1619,1460
G48011300144082,2010,Texas,48,Dallas County,113,14408,2,648.21,560,2212,680.35,570,682,621
G48011300144083,2010,Texas,48,Dallas County,113,14408,3,1580.79,17,1669,1755.65,1754,1866,2056
G48011300145011,2010,Texas,48,Dallas County,113,14501,1,972,688,972,832,832,832,804
G48011300145012,2010,Texas,48,Dallas County,113,14501,2,1203,1203,1487,1225,1225,1225,1300
G48011300145013,2010,Texas,48,Dallas County,113,14501,3,804,804,804,1017,1017,1017,1065
G48011300145021,2010,Texas,48,Dallas County,113,14502,1,1275.76,961,1276,1304.73,944,1305,1278
G48011300145022,2010,Texas,48,Dallas County,113,14502,2,1511.24,1511,1826,2051.27,2051,2412,2390
G48011300145023,2010,Texas,48,Dallas County,113,14502,3,1238,683,1238,1332,1332,1332,1264
G48011300146011,2010,Texas,48,Dallas County,113,14601,1,843,843,843,829,829,829,850
G48011300146012,2010,Texas,48,Dallas County,113,14601,2,1830,1830,1830,2005,2005,2005,1745
G48011300146021,2010,Texas,48,Dallas County,113,14602,1,1006,1006,1006,1219,1219,1219,903
G48011300146022,2010,Texas,48,Dallas County,113,14602,2,918,918,918,1057,1057,1057,1168
G48011300146023,2010,Texas,48,Dallas County,113,14602,3,1972.4,1968,1996,2431.12,2425,2464,2429
G48011300146031,2010,Texas,48,Dallas County,113,14603,1,1530.6,1507,1535,1771.88,1739,1778,1943
G48011300147011,2010,Texas,48,Dallas County,113,14701,1,907,907,907,1115,1115,1115,1139
G48011300147012,2010,Texas,48,Dallas County,113,14701,2,826,826,826,1315,1315,1315,920
G48011300147013,2010,Texas,48,Dallas County,113,14701,3,582,582,582,1587,1587,1587,1371
G48011300147014,2010,Texas,48,Dallas County,113,14701,4,921,921,921,1248,1248,1248,1236
G48011300147021,2010,Texas,48,Dallas County,113,14702,1,1608,1608,1608,1223,1223,1223,1283
G48011300147022,2010,Texas,48,Dallas County,113,14702,2,639,639,639,697,697,697,709
G48011300147023,2010,Texas,48,Dallas County,113,14702,3,1316,1316,1316,1876,1876,1876,1906
G48011300147031,2010,Texas,48,Dallas County,113,14703,1,1035,1035,1035,1382,1382,1382,1504
G48011300147032,2010,Texas,48,Dallas County,113,14703,2,414,414,414,590,590,590,425
G48011300149011,2010,Texas,48,Dallas County,113,14901,1,1882,1882,2437,2151,2151,2151,1393
G48011300149021,2010,Texas,48,Dallas County,113,14902,1,762.1,762,2031,1120.14,1120,2821,1108
G48011300149022,2010,Texas,48,Dallas County,113,14902,2,1585,1585,1585,1791,1791,1791,1308
G48011300150001,2010,Texas,48,Dallas County,113,15000,1,1116,1113,1116,1317,1317,1317,1706
G48011300150002,2010,Texas,48,Dallas County,113,15000,2,825,825,825,1008,1008,1008,1013
G48011300150003,2010,Texas,48,Dallas County,113,15000,3,1880.9,612,1881,2432.86,732,2433,2200
G48011300150004,2010,Texas,48,Dallas County,113,15000,4,1713,1713,1713,1868,1868,1868,1878
G48011300150005,2010,Texas,48,Dallas County,113,15000,5,1131,1131,1131,1135,1135,1135,1199
G48011300151001,2010,Texas,48,Dallas County,113,15100,1,1509,1509,1509,1644,1644,1644,1117
G48011300151002,2010,Texas,48,Dallas County,113,15100,2,1014,1014,1014,1169,1169,1169,1223
G48011300151003,2010,Texas,48,Dallas County,113,15100,3,836,836,836,819,819,819,821
G48011300151004,2010,Texas,48,Dallas County,113,15100,4,986,986,986,997,997,997,1110
G48011300151005,2010,Texas,48,Dallas County,113,15100,5,1954,1954,1957,2126,2126,2126,2238
G48011300152021,2010,Texas,48,Dallas County,113,15202,1,1157,1157,1157,1383,1383,1383,1299
G48011300152022,2010,Texas,48,Dallas County,113,15202,2,1772,1772,1772,2621,2621,2621,2319
G48011300152041,2010,Texas,48,Dallas County,113,15204,1,788,788,788,766,766,766,763
G48011300152042,2010,Texas,48,Dallas County,113,15204,2,906,906,906,810,810,810,918
G48011300152043,2010,Texas,48,Dallas County,113,15204,3,785,785,785,791,791,791,730
G48011300152044,2010,Texas,48,Dallas County,113,15204,4,1493,1493,1493,2115,2115,2115,2156
G48011300152045,2010,Texas,48,Dallas County,113,15204,5,1448,1448,1448,1442,1442,1442,1483
G48011300152046,2010,Texas,48,Dallas County,113,15204,6,1108,1108,1108,1275,1275,1275,1388
G48011300152051,2010,Texas,48,Dallas County,113,15205,1,666,666,666,858,858,858,587
G48011300152052,2010,Texas,48,Dallas County,113,15205,2,1321,1321,1321,1202,1202,1202,1279
G48011300152053,2010,Texas,48,Dallas County,113,15205,3,1624,1624,1624,1932,1932,1932,2212
G48011300152061,2010,Texas,48,Dallas County,113,15206,1,1469,1469,1469,1618,1618,1618,1629
G48011300152062,2010,Texas,48,Dallas County,113,15206,2,1199,1199,1441,1278,1278,1278,1407
G48011300152063,2010,Texas,48,Dallas County,113,15206,3,821,579,821,1111,1111,1111,902
G48011300153031,2010,Texas,48,Dallas County,113,15303,1,1135,0,1135,1430,1430,1430,1646
G48011300153032,2010,Texas,48,Dallas County,113,15303,2,451,451,1586,412,412,412,446
G48011300153041,2010,Texas,48,Dallas County,113,15304,1,622,622,622,758,758,758,647
G48011300153042,2010,Texas,48,Dallas County,113,15304,2,1828,1828,1828,2016,2016,2016,2814
G48011300153051,2010,Texas,48,Dallas County,113,15305,1,1229,1229,1229,1454,1454,1454,1651
G48011300153052,2010,Texas,48,Dallas County,113,15305,2,1336,1336,1336,1653,1653,1653,1455
G48011300153053,2010,Texas,48,Dallas County,113,15305,3,1135,1135,1135,1060,1060,1060,1191
G48011300153061,2010,Texas,48,Dallas County,113,15306,1,857,857,857,938,938,938,1006
G48011300153062,2010,Texas,48,Dallas County,113,15306,2,1429,1429,1429,1555,1555,1555,2601
G48011300153063,2010,Texas,48,Dallas County,113,15306,3,1331,1331,1331,1386,1386,1386,1413
G48011300154011,2010,Texas,48,Dallas County,113,15401,1,1100,1100,1100,1104,1104,1104,1729
G48011300154012,2010,Texas,48,Dallas County,113,15401,2,759,759,759,735,735,735,775
G48011300154013,2010,Texas,48,Dallas County,113,15401,3,768,768,768,800,800,800,765
G48011300154014,2010,Texas,48,Dallas County,113,15401,4,830,830,830,718,718,718,772
G48011300154015,2010,Texas,48,Dallas County,113,15401,5,639,639,639,710,710,710,731
G48011300154016,2010,Texas,48,Dallas County,113,15401,6,605,605,605,1252,1252,1252,1342
G48011300154031,2010,Texas,48,Dallas County,113,15403,1,764,764,764,1290,1290,1290,442
G48011300154032,2010,Texas,48,Dallas County,113,15403,2,968,968,968,1048,1048,1048,1094
G48011300154033,2010,Texas,48,Dallas County,113,15403,3,1304,1304,1304,1437,1437,1437,1472
G48011300154041,2010,Texas,48,Dallas County,113,15404,1,1485,1485,1485,1863,1863,1863,2811
G48011300154042,2010,Texas,48,Dallas County,113,15404,2,872,872,872,931,931,931,806
G48011300154043,2010,Texas,48,Dallas County,113,15404,3,794,794,794,762,762,762,845
G48011300155001,2010,Texas,48,Dallas County,113,15500,1,844,844,844,1492,1492,1492,766
G48011300155002,2010,Texas,48,Dallas County,113,15500,2,857,857,857,1030,1030,1030,1221
G48011300155003,2010,Texas,48,Dallas County,113,15500,3,1657,1657,1657,1874,1874,1874,1563
G48011300156001,2010,Texas,48,Dallas County,113,15600,1,1510.14,1270,1579,1914,1914,1914,1857
G48011300156002,2010,Texas,48,Dallas County,113,15600,2,1456,1456,1456,1781,1781,1781,1678
G48011300156003,2010,Texas,48,Dallas County,113,15600,3,1341,1341,1341,1629,1629,1629,1594
G48011300157001,2010,Texas,48,Dallas County,113,15700,1,1138.86,1070,1379,1194,1194,1194,1380
G48011300157002,2010,Texas,48,Dallas County,113,15700,2,1050,1050,1050,1169,1169,1169,1199
G48011300158001,2010,Texas,48,Dallas County,113,15800,1,1045.71,1044,1046,802,796,803,886
G48011300158002,2010,Texas,48,Dallas County,113,15800,2,1267.29,1267,1269,1367,1366,1373,1544
G48011300159001,2010,Texas,48,Dallas County,113,15900,1,654,654,654,839,839,839,862
G48011300159002,2010,Texas,48,Dallas County,113,15900,2,546,546,546,524,524,524,694
G48011300159003,2010,Texas,48,Dallas County,113,15900,3,1557,1557,1557,736,736,736,2175
G48011300160011,2010,Texas,48,Dallas County,113,16001,1,958,958,958,1293,1293,1293,1282
G48011300160012,2010,Texas,48,Dallas County,113,16001,2,772,772,772,796,796,796,868
G48011300160013,2010,Texas,48,Dallas County,113,16001,3,1320,1320,1320,1385,1385,1385,1533
G48011300160014,2010,Texas,48,Dallas County,113,16001,4,710,710,710,744,744,744,772
G48011300160021,2010,Texas,48,Dallas County,113,16002,1,886,886,886,893,893,893,1270
G48011300160022,2010,Texas,48,Dallas County,113,16002,2,1470,1470,1470,2100,2100,2100,1585
G48011300161001,2010,Texas,48,Dallas County,113,16100,1,1038,1038,1038,1169,1169,1169,2254
G48011300161002,2010,Texas,48,Dallas County,113,16100,2,1324,1324,1324,1297,1297,1297,1598
G48011300162011,2010,Texas,48,Dallas County,113,16201,1,1341,1341,1341,1370,1370,1370,2407
G48011300162012,2010,Texas,48,Dallas County,113,16201,2,648,648,648,636,636,636,633
G48011300162013,2010,Texas,48,Dallas County,113,16201,3,1003,1003,1003,1146,1146,1146,1353
G48011300162021,2010,Texas,48,Dallas County,113,16202,1,1463,1463,1463,1619,1619,1619,1648
G48011300162022,2010,Texas,48,Dallas County,113,16202,2,843,843,843,796,796,796,1003
G48011300162023,2010,Texas,48,Dallas County,113,16202,3,1249,1249,1249,1320,1320,1320,1419
G48011300162024,2010,Texas,48,Dallas County,113,16202,4,1554,1554,1554,2011,2011,2011,3239
G48011300163011,2010,Texas,48,Dallas County,113,16301,1,1257,1257,1257,1413,1413,1413,2008
G48011300163012,2010,Texas,48,Dallas County,113,16301,2,1026,1026,1026,1170,1170,1170,2279
G48011300163013,2010,Texas,48,Dallas County,113,16301,3,1315,1315,1315,1298,1298,1298,1668
G48011300163021,2010,Texas,48,Dallas County,113,16302,1,932,932,932,1048,1048,1048,1038
G48011300163022,2010,Texas,48,Dallas County,113,16302,2,1075,1075,1075,1206,1206,1206,993
G48011300164011,2010,Texas,48,Dallas County,113,16401,1,324,324,324,1465,1465,1465,6338
G48011300164012,2010,Texas,48,Dallas County,113,16401,2,1615,1615,1615,2057,2057,2057,2203
G48011300164013,2010,Texas,48,Dallas County,113,16401,3,1014,1014,1014,1085,1085,1085,1015
G48011300164014,2010,Texas,48,Dallas County,113,16401,4,294,294,294,639,639,639,439
G48011300164061,2010,Texas,48,Dallas County,113,16406,1,1421,1421,1421,1398,1398,1398,1765
G48011300164062,2010,Texas,48,Dallas County,113,16406,2,793,793,793,934,934,934,935
G48011300164063,2010,Texas,48,Dallas County,113,16406,3,1039,1039,1039,1211,1211,1211,1159
G48011300164064,2010,Texas,48,Dallas County,113,16406,4,881,881,881,1148,1148,1148,998
G48011300164071,2010,Texas,48,Dallas County,113,16407,1,1776,1776,1776,1902,1902,1902,2111
G48011300164072,2010,Texas,48,Dallas County,113,16407,2,1744,1744,1744,2758,2758,2758,2111
G48011300164073,2010,Texas,48,Dallas County,113,16407,3,992,992,992,733,733,733,1269
G48011300164074,2010,Texas,48,Dallas County,113,16407,4,1078,1078,1078,1096,1096,1096,1212
G48011300164081,2010,Texas,48,Dallas County,113,16408,1,2353,2353,2353,2147,2147,2147,2191
G48011300164082,2010,Texas,48,Dallas County,113,16408,2,1353,1353,1353,1625,1625,1625,1442
G48011300164083,2010,Texas,48,Dallas County,113,16408,3,913,913,913,1343,1343,1343,1268
G48011300164084,2010,Texas,48,Dallas County,113,16408,4,1524,1524,1524,2059,2059,2059,2214
G48011300164091,2010,Texas,48,Dallas County,113,16409,1,333,333,333,1521,1521,1521,1490
