GIS Join Match Code,Geography Year,State Name,State Code,County Name,County Code,Census Tract Code,Block Group Code,1990: Persons: Total,Lower bound: 1990: Persons: Total,Upper bound: 1990: Persons: Total,2000: Persons: Total,Lower bound: 2000: Persons: Total,Upper bound: 2000: Persons: Total,2010: Persons: Total
G48043901115231,2010,Texas,48,Tarrant County,439,111523,1,354.04,354,908,1272.12,1272,1614,1288
G48043901115232,2010,Texas,48,Tarrant County,439,111523,2,1500.96,947,1501,2677.88,2336,2678,2885
G48043901115233,2010,Texas,48,Tarrant County,439,111523,3,1571,1571,1571,1613,1613,1613,1613
G48043901115234,2010,Texas,48,Tarrant County,439,111523,4,1267,1267,1267,1479,1479,1479,2957
G48043901115241,2010,Texas,48,Tarrant County,439,111524,1,1651,1651,1651,1854,1854,1854,1834
G48043901115242,2010,Texas,48,Tarrant County,439,111524,2,1279,1279,1279,2008,2008,2008,2136
G48043901115243,2010,Texas,48,Tarrant County,439,111524,3,1782,1782,1782,1839,1839,1839,1877
G48043901115244,2010,Texas,48,Tarrant County,439,111524,4,717,717,717,883,883,883,763
G48043901115245,2010,Texas,48,Tarrant County,439,111524,5,464,464,464,824,824,824,1276
G48043901115251,2010,Texas,48,Tarrant County,439,111525,1,1271.26,1268,2210,1405.23,1402,1863,1651
G48043901115252,2010,Texas,48,Tarrant County,439,111525,2,1732.35,1449,1735,1894.36,1612,1897,1920
G48043901115253,2010,Texas,48,Tarrant County,439,111525,3,1113,1113,1113,1104,1104,1104,1126
G48043901115254,2010,Texas,48,Tarrant County,439,111525,4,1379,1379,1379,1676,1676,1676,1731
G48043901115261,2010,Texas,48,Tarrant County,439,111526,1,819,819,819,840,840,840,809
G48043901115262,2010,Texas,48,Tarrant County,439,111526,2,2135,2135,2135,1972,1972,1972,1956
G48043901115263,2010,Texas,48,Tarrant County,439,111526,3,1571,1571,1571,1512,1512,1512,1477
G48043901115291,2010,Texas,48,Tarrant County,439,111529,1,2018,2018,2018,2020,2020,2020,1937
G48043901115292,2010,Texas,48,Tarrant County,439,111529,2,1813.12,1811,1944,1933,1933,1933,2086
G48043901115301,2010,Texas,48,Tarrant County,439,111530,1,1432.73,751,1644,1774.96,1279,2067,1907
G48043901115302,2010,Texas,48,Tarrant County,439,111530,2,2640.57,1946,2641,2847.51,2756,2848,2689
G48043901115303,2010,Texas,48,Tarrant County,439,111530,3,1708.27,1497,2390,1738.04,1446,2234,1517
G48043901115311,2010,Texas,48,Tarrant County,439,111531,1,670.12,362,674,705,705,705,672
G48043901115312,2010,Texas,48,Tarrant County,439,111531,2,1265,1265,1265,1368,1368,1368,1277
G48043901115313,2010,Texas,48,Tarrant County,439,111531,3,1517,1517,1517,1402,1402,1402,1257
G48043901115314,2010,Texas,48,Tarrant County,439,111531,4,1177.4,971,1492,1286,1286,1286,1287
G48043901115321,2010,Texas,48,Tarrant County,439,111532,1,934,934,934,845,845,845,756
G48043901115322,2010,Texas,48,Tarrant County,439,111532,2,1104,484,1104,1224,1224,1224,1210
G48043901115323,2010,Texas,48,Tarrant County,439,111532,3,1370,565,1370,1420,1420,1420,1416
G48043901115324,2010,Texas,48,Tarrant County,439,111532,4,478,478,1903,2666,2666,2666,3681
G48043901115331,2010,Texas,48,Tarrant County,439,111533,1,2558,2558,2558,2880,2880,2880,2660
G48043901115332,2010,Texas,48,Tarrant County,439,111533,2,1640.39,1634,2901,2518.06,2518,2801,2591
G48043901115341,2010,Texas,48,Tarrant County,439,111534,1,2018.09,751,2227,1850.94,1568,1851,1748
G48043901115342,2010,Texas,48,Tarrant County,439,111534,2,2103.62,2005,2107,2122,2122,2122,2036
G48043901115343,2010,Texas,48,Tarrant County,439,111534,3,1385.38,1382,1484,1885,1885,1885,2530
G48043901115361,2010,Texas,48,Tarrant County,439,111536,1,279,279,279,843,843,843,1554
G48043901115362,2010,Texas,48,Tarrant County,439,111536,2,1483,1483,1483,1884,1884,1884,1773
G48043901115371,2010,Texas,48,Tarrant County,439,111537,1,538,385,538,640,494,640,2630
G48043901115372,2010,Texas,48,Tarrant County,439,111537,2,1106,1106,1106,2445,2445,2445,4250
G48043901115381,2010,Texas,48,Tarrant County,439,111538,1,343.88,0,1313,523.48,381,682,1667
G48043901115382,2010,Texas,48,Tarrant County,439,111538,2,964.54,675,965,950.54,660,951,969
G48043901115383,2010,Texas,48,Tarrant County,439,111538,3,1846.12,1049,2190,2884.52,2726,3027,3109
G48043901115391,2010,Texas,48,Tarrant County,439,111539,1,578.66,0,932,1928.19,1900,2093,4374
G48043901115392,2010,Texas,48,Tarrant County,439,111539,2,2356,2356,2356,2784,2784,2784,2838
G48043901115393,2010,Texas,48,Tarrant County,439,111539,3,353.34,0,932,1174.81,1010,1203,1733
G48043901115401,2010,Texas,48,Tarrant County,439,111540,1,1007.25,357,1400,2878,2878,2878,3798
G48043901115402,2010,Texas,48,Tarrant County,439,111540,2,1318.75,926,1969,2417,2417,2417,2472
G48043901115411,2010,Texas,48,Tarrant County,439,111541,1,1412,1412,1412,1480,1480,1480,1448
G48043901115412,2010,Texas,48,Tarrant County,439,111541,2,1484,1484,1484,2607,2607,2607,2486
G48043901115421,2010,Texas,48,Tarrant County,439,111542,1,1376.69,1376,1580,1405.63,1404,1525,1373
G48043901115422,2010,Texas,48,Tarrant County,439,111542,2,214.64,214,2516,2578.66,2577,3082,4838
G48043901115431,2010,Texas,48,Tarrant County,439,111543,1,1694.03,1447,2114,1619,1619,1619,1678
G48043901115432,2010,Texas,48,Tarrant County,439,111543,2,692.97,273,940,1638,1638,1638,5504
G48043901115441,2010,Texas,48,Tarrant County,439,111544,1,987.7,828,2352,1589.6,1331,1799,1528
G48043901115442,2010,Texas,48,Tarrant County,439,111544,2,677.82,0,1728,2106.11,1669,2368,2545
G48043901115443,2010,Texas,48,Tarrant County,439,111544,3,390.11,0,1360,1370,1370,1370,1480
G48043901115444,2010,Texas,48,Tarrant County,439,111544,4,918.04,419,2147,1889,1889,1889,1745
G48043901115451,2010,Texas,48,Tarrant County,439,111545,1,818,710,818,958,958,958,899
G48043901115452,2010,Texas,48,Tarrant County,439,111545,2,1038,1038,1038,1395,1395,1395,1543
G48043901115461,2010,Texas,48,Tarrant County,439,111546,1,1586,1586,1586,1944,1944,1944,2160
G48043901115462,2010,Texas,48,Tarrant County,439,111546,2,658,658,1051,1276,1276,1276,1149
G48043901115463,2010,Texas,48,Tarrant County,439,111546,3,1434,1041,1434,1596,1596,1596,1486
G48043901115464,2010,Texas,48,Tarrant County,439,111546,4,1470,1470,1474,1662,1662,1662,1594
G48043901115471,2010,Texas,48,Tarrant County,439,111547,1,161.8,0,854,452.08,431,454,3373
G48043901115472,2010,Texas,48,Tarrant County,439,111547,2,229.35,204,1030,2034,2034,2034,4950
G48043901115473,2010,Texas,48,Tarrant County,439,111547,3,7,7,7,695,695,695,2530
G48043901115474,2010,Texas,48,Tarrant County,439,111547,4,1005.85,339,1193,2768.92,2767,2790,4422
G48043901115481,2010,Texas,48,Tarrant County,439,111548,1,7.31,3,8,8.62,0,10,2998
G48043901115482,2010,Texas,48,Tarrant County,439,111548,2,0,0,0,0,0,0,2491
G48043901115483,2010,Texas,48,Tarrant County,439,111548,3,57.69,57,62,51.38,50,60,1872
G48043901115491,2010,Texas,48,Tarrant County,439,111549,1,13,3,56,15,15,20,1909
G48043901115492,2010,Texas,48,Tarrant County,439,111549,2,7.4,0,33,10,10,10,2440
G48043901115493,2010,Texas,48,Tarrant County,439,111549,3,20,0,20,5,0,5,2059
G48043901115501,2010,Texas,48,Tarrant County,439,111550,1,769,399,973,2513,2513,2513,5546
G48043901115502,2010,Texas,48,Tarrant County,439,111550,2,204,0,713,1120,1120,1120,6937
G48043901115511,2010,Texas,48,Tarrant County,439,111551,1,5.91,4,105,140.05,126,330,1663
G48043901115512,2010,Texas,48,Tarrant County,439,111551,2,7.62,0,101,55.92,0,204,968
G48043901115513,2010,Texas,48,Tarrant County,439,111551,3,10.13,0,101,74.44,3,207,2032
G48043901115514,2010,Texas,48,Tarrant County,439,111551,4,81.34,0,101,612.59,550,754,2403
G48043901115521,2010,Texas,48,Tarrant County,439,111552,1,856,856,856,860,860,860,859
G48043901115522,2010,Texas,48,Tarrant County,439,111552,2,1411,1411,1519,1295,1295,1295,1271
G48043901115523,2010,Texas,48,Tarrant County,439,111552,3,1544,1544,1593,1372,1372,1372,1331
G48043901115531,2010,Texas,48,Tarrant County,439,111553,1,217.64,184,1087,1131.53,964,1277,1115
G48043901115532,2010,Texas,48,Tarrant County,439,111553,2,1501.39,846,1502,1502.41,1327,1503,1459
G48043901115533,2010,Texas,48,Tarrant County,439,111553,3,1202.36,808,1236,1240.47,1095,1408,1396
G48043901130011,2010,Texas,48,Tarrant County,439,113001,1,1852.16,1852,1853,2069.16,1863,2071,2506
G48043901130012,2010,Texas,48,Tarrant County,439,113001,2,1246,1246,1246,1308,1308,1308,1291
G48043901130021,2010,Texas,48,Tarrant County,439,113002,1,1319,1221,1320,1315.89,1203,1523,1855
G48043901130022,2010,Texas,48,Tarrant County,439,113002,2,712,712,712,1225,1225,1225,710
G48043901130023,2010,Texas,48,Tarrant County,439,113002,3,2103,2103,2103,2066,2066,2066,3517
G48043901130024,2010,Texas,48,Tarrant County,439,113002,4,646.83,646,744,801.95,801,913,524
G48043901131021,2010,Texas,48,Tarrant County,439,113102,1,1765.3,416,1906,1984.53,403,2103,1880
G48043901131022,2010,Texas,48,Tarrant County,439,113102,2,1990,1990,1990,1989,1989,1989,1810
G48043901131023,2010,Texas,48,Tarrant County,439,113102,3,974.7,834,2324,935.47,817,2517,885
G48043901131041,2010,Texas,48,Tarrant County,439,113104,1,877,877,877,1054,1054,1054,682
G48043901131042,2010,Texas,48,Tarrant County,439,113104,2,1331,1331,1331,1696,1696,1696,1447
G48043901131043,2010,Texas,48,Tarrant County,439,113104,3,299.74,290,374,1187,1187,1187,1190
G48043901131071,2010,Texas,48,Tarrant County,439,113107,1,1159.72,826,1160,1030.99,877,1031,968
G48043901131072,2010,Texas,48,Tarrant County,439,113107,2,1525.01,1525,1773,1433.01,1433,1587,1428
G48043901131081,2010,Texas,48,Tarrant County,439,113108,1,1237.27,1237,1323,1342,1342,1342,1328
G48043901131082,2010,Texas,48,Tarrant County,439,113108,2,1709,1709,1709,1514,1514,1514,1908
G48043901131083,2010,Texas,48,Tarrant County,439,113108,3,1362,1362,1362,1221,1221,1221,1164
G48043901131091,2010,Texas,48,Tarrant County,439,113109,1,805,805,805,1333,1333,1333,1293
G48043901131092,2010,Texas,48,Tarrant County,439,113109,2,1338.54,1265,1343,1566,1566,1566,1448
G48043901131093,2010,Texas,48,Tarrant County,439,113109,3,838,838,838,1176,1176,1176,1201
G48043901131101,2010,Texas,48,Tarrant County,439,113110,1,1576,1576,1576,1677,1677,1677,1655
G48043901131102,2010,Texas,48,Tarrant County,439,113110,2,1135,1135,1135,1506,1506,1506,1421
G48043901131103,2010,Texas,48,Tarrant County,439,113110,3,1414,1414,1414,1625,1625,1625,1107
G48043901131111,2010,Texas,48,Tarrant County,439,113111,1,1224,1224,1224,1336,1336,1336,753
G48043901131112,2010,Texas,48,Tarrant County,439,113111,2,1141.06,281,1738,1486.34,1072,2276,878
G48043901131113,2010,Texas,48,Tarrant County,439,113111,3,1289.94,693,2150,1636.66,847,2051,944
G48043901131114,2010,Texas,48,Tarrant County,439,113111,4,1372.74,1372,2050,1472.69,1472,1798,794
G48043901131121,2010,Texas,48,Tarrant County,439,113112,1,892,892,892,870,870,870,732
G48043901131122,2010,Texas,48,Tarrant County,439,113112,2,2256.26,1579,2257,2457.31,2132,2458,2162
G48043901131131,2010,Texas,48,Tarrant County,439,113113,1,0,0,0,1236,1236,1236,2102
G48043901131132,2010,Texas,48,Tarrant County,439,113113,2,0,0,0,1519,1519,1519,1523
G48043901131141,2010,Texas,48,Tarrant County,439,113114,1,277.55,0,859,644,644,644,932
G48043901131142,2010,Texas,48,Tarrant County,439,113114,2,1454.74,1440,1457,1774,1774,1774,1822
G48043901131143,2010,Texas,48,Tarrant County,439,113114,3,635.71,52,928,1502,1502,1502,1145
G48043901131151,2010,Texas,48,Tarrant County,439,113115,1,486.14,368,2085,601.37,467,1781,560
G48043901131152,2010,Texas,48,Tarrant County,439,113115,2,2167,2167,2167,2855,2855,2855,2899
G48043901131161,2010,Texas,48,Tarrant County,439,113116,1,1610.45,17,1728,1872.63,693,2007,1614
G48043901131162,2010,Texas,48,Tarrant County,439,113116,2,1236.13,1236,1242,2070,2070,2070,2169
G48043901132061,2010,Texas,48,Tarrant County,439,113206,1,665,665,665,856,856,856,1092
G48043901132062,2010,Texas,48,Tarrant County,439,113206,2,1648,1467,1648,1583,1583,1583,1619
G48043901132063,2010,Texas,48,Tarrant County,439,113206,3,1229,1229,1229,1270,1270,1270,1314
G48043901132064,2010,Texas,48,Tarrant County,439,113206,4,1221,1221,1221,1351,1351,1351,1335
G48043901132071,2010,Texas,48,Tarrant County,439,113207,1,1504.54,873,2259,2023.14,2023,2204,1850
G48043901132072,2010,Texas,48,Tarrant County,439,113207,2,1780,1780,1780,2671,2671,2671,2371
G48043901132101,2010,Texas,48,Tarrant County,439,113210,1,1274.87,924,1906,1713.86,1533,1714,2635
G48043901132102,2010,Texas,48,Tarrant County,439,113210,2,1024,1024,1024,1487,1487,1487,1323
G48043901132103,2010,Texas,48,Tarrant County,439,113210,3,1544,1544,1544,2476,2476,2476,2766
G48043901132121,2010,Texas,48,Tarrant County,439,113212,1,1647,1647,1647,2399,2399,2399,1719
G48043901132122,2010,Texas,48,Tarrant County,439,113212,2,1426,1426,1426,1474,1474,1474,1553
G48043901132123,2010,Texas,48,Tarrant County,439,113212,3,854,854,854,833,833,833,820
G48043901132131,2010,Texas,48,Tarrant County,439,113213,1,847,847,847,833,833,833,811
G48043901132132,2010,Texas,48,Tarrant County,439,113213,2,710,710,710,703,703,703,755
G48043901132133,2010,Texas,48,Tarrant County,439,113213,3,831,831,831,845,845,845,793
G48043901132134,2010,Texas,48,Tarrant County,439,113213,4,994.03,500,3446,1058.17,1058,1138,1088
G48043901132141,2010,Texas,48,Tarrant County,439,113214,1,2287,2287,2287,2581,2581,2581,2924
G48043901132142,2010,Texas,48,Tarrant County,439,113214,2,2112,2112,2112,2016,2016,2016,1837
G48043901132151,2010,Texas,48,Tarrant County,439,113215,1,1560,1560,1560,2339,2339,2339,2306
G48043901132152,2010,Texas,48,Tarrant County,439,113215,2,2377.03,2342,2379,2606,2606,2606,2490
G48043901132161,2010,Texas,48,Tarrant County,439,113216,1,1882.97,1881,1918,1704,1704,1704,1779
G48043901132162,2010,Texas,48,Tarrant County,439,113216,2,766,766,766,716,716,716,1427
G48043901132163,2010,Texas,48,Tarrant County,439,113216,3,2090,2090,2090,2130,2130,2130,2093
G48043901132171,2010,Texas,48,Tarrant County,439,113217,1,1246,1246,1246,1204,1204,1204,1117
G48043901132172,2010,Texas,48,Tarrant County,439,113217,2,830,830,830,758,758,758,976
G48043901132173,2010,Texas,48,Tarrant County,439,113217,3,776,776,776,745,745,745,958
G48043901132174,2010,Texas,48,Tarrant County,439,113217,4,1599.82,1559,1600,1563.81,1519,1564,1449
G48043901132181,2010,Texas,48,Tarrant County,439,113218,1,608,608,608,1266,1266,1266,1356
G48043901132182,2010,Texas,48,Tarrant County,439,113218,2,965.89,962,1579,1084,1084,1084,1034
G48043901132201,2010,Texas,48,Tarrant County,439,113220,1,1011,1011,1011,1815,1815,1815,2030
G48043901132202,2010,Texas,48,Tarrant County,439,113220,2,1438.08,1365,1479,1080.07,1010,1125,1191
G48043901132203,2010,Texas,48,Tarrant County,439,113220,3,2438.74,66,2595,2785.35,61,2840,3050
G48043901132211,2010,Texas,48,Tarrant County,439,113221,1,687.21,214,1264,851.41,694,1272,1829
G48043901132212,2010,Texas,48,Tarrant County,439,113221,2,1037.54,537,1593,1749.91,1414,1992,2190
G48043901132213,2010,Texas,48,Tarrant County,439,113221,3,78.37,0,623,84.67,0,316,779
G48043901133011,2010,Texas,48,Tarrant County,439,113301,1,917,917,917,988,988,988,963
G48043901133012,2010,Texas,48,Tarrant County,439,113301,2,903,903,903,882,882,882,821
G48043901133013,2010,Texas,48,Tarrant County,439,113301,3,1147,1147,1147,1124,1124,1124,1088
G48043901133014,2010,Texas,48,Tarrant County,439,113301,4,829,829,1010,911,911,911,964
G48043901133021,2010,Texas,48,Tarrant County,439,113302,1,1201.44,1201,1451,1279.42,1279,1519,1312
G48043901133022,2010,Texas,48,Tarrant County,439,113302,2,1380,1380,1380,1422,1422,1422,1305
G48043901133023,2010,Texas,48,Tarrant County,439,113302,3,1420.56,1171,1421,1558.58,1319,1559,1443
G48043901134031,2010,Texas,48,Tarrant County,439,113403,1,1041.77,705,1049,668,668,668,628
G48043901134032,2010,Texas,48,Tarrant County,439,113403,2,1954,1954,1954,1908,1908,1908,1869
G48043901134041,2010,Texas,48,Tarrant County,439,113404,1,1039,1039,1039,979,979,979,945
G48043901134042,2010,Texas,48,Tarrant County,439,113404,2,924,924,924,948,948,948,1036
G48043901134043,2010,Texas,48,Tarrant County,439,113404,3,659,659,659,646,646,646,657
G48043901134044,2010,Texas,48,Tarrant County,439,113404,4,1487,1487,1487,1549,1549,1549,1474
G48043901134045,2010,Texas,48,Tarrant County,439,113404,5,1376,1376,1376,1401,1401,1401,1500
G48043901134051,2010,Texas,48,Tarrant County,439,113405,1,1112,1112,1112,1198,1198,1198,1122
G48043901134052,2010,Texas,48,Tarrant County,439,113405,2,748.23,741,1085,737,737,737,567
G48043901134053,2010,Texas,48,Tarrant County,439,113405,3,1481,1481,2116,1734,1734,1734,1949
G48043901134054,2010,Texas,48,Tarrant County,439,113405,4,873,873,873,844,844,844,889
G48043901134055,2010,Texas,48,Tarrant County,439,113405,5,919,919,919,1272,1272,1272,1448
G48043901134071,2010,Texas,48,Tarrant County,439,113407,1,1543,1543,1543,1651,1651,1651,1644
G48043901134072,2010,Texas,48,Tarrant County,439,113407,2,1194,1194,1194,1275,1275,1275,2021
G48043901134073,2010,Texas,48,Tarrant County,439,113407,3,1005,1005,1005,1485,1485,1485,1766
G48043901134081,2010,Texas,48,Tarrant County,439,113408,1,1140,1140,1140,1106,1106,1106,1112
G48043901134082,2010,Texas,48,Tarrant County,439,113408,2,783,783,783,830,830,830,773
G48043901134083,2010,Texas,48,Tarrant County,439,113408,3,1364,1364,1364,1332,1332,1332,1288
G48043901134084,2010,Texas,48,Tarrant County,439,113408,4,1242.48,1242,1321,1188.52,1188,1274,1206
G48043901134085,2010,Texas,48,Tarrant County,439,113408,5,1037.52,959,1038,995.48,910,996,1045
G48043901135091,2010,Texas,48,Tarrant County,439,113509,1,1497,1497,1497,1295,1295,1295,1160
G48043901135092,2010,Texas,48,Tarrant County,439,113509,2,1370,1370,1370,1486,1486,1486,1294
G48043901135093,2010,Texas,48,Tarrant County,439,113509,3,782,782,782,1119,1119,1119,1051
G48043901135094,2010,Texas,48,Tarrant County,439,113509,4,945,945,945,929,929,929,920
G48043901135101,2010,Texas,48,Tarrant County,439,113510,1,758.61,166,1031,1106.69,344,1525,1191
G48043901135102,2010,Texas,48,Tarrant County,439,113510,2,880,880,880,895,895,895,1518
G48043901135103,2010,Texas,48,Tarrant County,439,113510,3,1043.39,771,1636,1480.31,1062,2243,1523
G48043901135111,2010,Texas,48,Tarrant County,439,113511,1,745,745,745,1372,1372,1372,1222
G48043901135112,2010,Texas,48,Tarrant County,439,113511,2,692,692,692,944,944,944,1486
G48043901135113,2010,Texas,48,Tarrant County,439,113511,3,885,885,885,906,906,906,975
G48043901135121,2010,Texas,48,Tarrant County,439,113512,1,1456,1456,1456,1745.84,1743,1746,1662
G48043901135122,2010,Texas,48,Tarrant County,439,113512,2,1088,1088,1088,1121,1121,1121,1300
G48043901135123,2010,Texas,48,Tarrant County,439,113512,3,1266,1266,1266,1780.16,1780,1783,1909
G48043901135124,2010,Texas,48,Tarrant County,439,113512,4,671,671,671,662,662,662,658
G48043901135131,2010,Texas,48,Tarrant County,439,113513,1,2412.1,2407,3073,2547.35,2536,2725,2970
G48043901135132,2010,Texas,48,Tarrant County,439,113513,2,660.9,0,666,1290.65,1113,1302,1366
G48043901135133,2010,Texas,48,Tarrant County,439,113513,3,1083,1083,1083,1054,1054,1054,1045
G48043901135141,2010,Texas,48,Tarrant County,439,113514,1,1479,1479,1479,1601,1601,1601,1177
G48043901135142,2010,Texas,48,Tarrant County,439,113514,2,951,951,951,1010,1010,1010,1060
G48043901135143,2010,Texas,48,Tarrant County,439,113514,3,779,779,779,777,777,777,791
G48043901135144,2010,Texas,48,Tarrant County,439,113514,4,1400,1400,1400,1949,1949,1949,1992
G48043901135161,2010,Texas,48,Tarrant County,439,113516,1,1168,825,1168,1164,1164,1164,1387
G48043901135162,2010,Texas,48,Tarrant County,439,113516,2,1737,1737,1737,1597,1597,1597,1537
G48043901135163,2010,Texas,48,Tarrant County,439,113516,3,1404,1404,1404,1362,1362,1362,1183
G48043901135171,2010,Texas,48,Tarrant County,439,113517,1,995.52,702,2310,1120.54,1034,2940,1524
G48043901135172,2010,Texas,48,Tarrant County,439,113517,2,1415.48,101,1709,2311.46,492,2398,2249
